243.8,530.38,53.36
241.96,544.18,42.32
241.04,546.02,34.04
248.4,529.46,36.8
243.8,543.26,34.96
244.72,528.54,29.44
240.12,540.5,25.76
246.56,532.22,27.6
244.72,530.38,30.36
230,546.94,23.92
219.88,541.42,24.84
192.28,554.3,26.68
192.28,554.3,26.68
142.6,587.42,28.52
90.16,585.58,32.2
31.28,592.94,32.2
-32.2,602.14,34.04
-82.8,599.38,33.12
-127.88,583.74,37.72
-187.68,588.34,42.32
-231.84,560.74,39.56
-287.96,545.1,42.32
-287.96,545.1,42.32
-287.96,545.1,42.32
-365.24,489.9,69.92
-385.48,467.82,78.2
-410.32,464.14,76.36
-427.8,444.82,73.6
-442.52,415.38,68.08
-458.16,425.5,57.04
-466.44,416.3,53.36
-469.2,392.38,50.6
-469.2,392.38,50.6
-469.2,392.38,50.6
-487.6,394.22,44.16
-499.56,382.26,42.32
-506.92,369.38,46
-509.68,347.3,45.08
-514.28,341.78,45.08
-525.32,327.98,47.84
-532.68,314.18,46
-542.8,317.86,46
-542.8,317.86,46
-542.8,317.86,46
-545.56,305.9,45.08
-543.72,296.7,41.4
-550.16,286.58,47.84
-561.2,278.3,44.16
-566.72,270.94,51.52
-566.72,257.14,49.68
-565.8,258.98,52.44
-567.64,254.38,53.36
-567.64,254.38,53.36
-567.64,254.38,53.36
-577.76,256.22,47.84
-581.44,241.5,54.28
-585.12,235.98,55.2
-585.12,235.98,50.6
-583.28,237.82,48.76
-586.96,247.02,52.44
-583.28,232.3,55.2
-589.72,248.86,52.44
-587.88,235.06,53.36
-587.88,235.06,53.36
-585.12,234.14,54.28
-583.28,230.46,52.44
-588.8,237.82,54.28
-590.64,236.9,54.28
-586.96,224.94,54.28
-586.96,227.7,50.6
-586.96,232.3,60.72
-589.72,234.14,56.12
-586.96,235.06,54.28
-586.96,235.06,54.28
-586.96,235.06,54.28
-591.56,234.14,37.72
-590.64,220.34,31.28
-591.56,226.78,11.96
-591.56,228.62,-10.12
-590.64,212.98,-32.2
-592.48,215.74,-58.88
-590.64,197.34,-83.72
-587.88,173.42,-115.92
-587.88,173.42,-115.92
-587.88,173.42,-115.92
-581.44,109.02,-151.8
-579.6,75.9,-165.6
-579.6,45.54,-170.2
-578.68,6.9,-167.44
-578.68,-22.54,-159.16
-570.4,-63.02,-149.04
-570.4,-90.62,-119.6
-563.04,-129.26,-84.64
-563.04,-129.26,-84.64
-563.04,-129.26,-84.64
-559.36,-148.58,-4.6
-555.68,-165.14,35.88
-554.76,-163.3,81.88
-556.6,-152.26,127.88
-555.68,-131.1,164.68
-561.2,-89.7,193.2
-562.12,-59.34,219.88
-562.12,-30.82,238.28
-562.12,-0.46,241.04
-562.12,-0.46,241.04
-564.88,51.98,241.04
-568.56,74.98,246.56
-571.32,110.86,230.92
-572.24,138.46,209.76
-576.84,165.14,187.68
-578.68,191.82,164.68
-588.8,226.78,127.88
-586.04,220.34,97.52
-582.36,228.62,61.64
-582.36,228.62,61.64
-586.04,228.62,33.12
-593.4,233.22,0
-588.8,212.98,-34.96
-586.96,195.5,-63.48
-588.8,179.86,-85.56
-587.88,164.22,-111.32
-592.48,152.26,-127.88
-588.8,136.62,-148.12
-586.04,103.5,-152.72
-586.04,103.5,-152.72
-586.04,103.5,-152.72
-579.6,59.34,-168.36
-575.92,42.78,-176.64
-577.76,29.9,-169.28
-574.08,4.14,-169.28
-576.84,12.42,-171.12
-576.84,-7.82,-166.52
-579.6,5.98,-170.2
-578.68,1.38,-172.04
-578.68,1.38,-172.04
-578.68,1.38,-172.04
-575,-10.58,-169.28
-575.92,-4.14,-167.44
-577.76,4.14,-165.6
-576.84,3.22,-172.96
-570.4,-15.18,-169.28
-575.92,-8.74,-171.12
-576.84,4.14,-168.36
-573.16,-6.9,-166.52
-573.16,-6.9,-166.52
-573.16,-6.9,-166.52
-569.48,24.38,-164.68
-572.24,46.46,-166.52
-566.72,34.5,-168.36
-566.72,52.9,-172.04
-561.2,77.74,-168.36
-552.92,121.9,-161
-541.88,157.78,-153.64
-536.36,188.14,-138.92
-536.36,188.14,-138.92
-536.36,188.14,-138.92
-535.44,217.58,-116.84
-529.92,225.86,-114.08
-517.96,230.46,-119.6
-517.04,224.02,-134.32
-522.56,201.94,-149.04
-530.84,177.1,-150.88
-534.52,195.5,-149.96
-521.64,233.22,-144.44
-497.72,277.38,-149.04
-497.72,277.38,-149.04
-448.96,339.02,-154.56
-395.6,399.74,-154.56
-321.08,452.18,-163.76
-239.2,498.18,-172.04
-138.92,530.38,-182.16
-32.2,532.22,-189.52
66.24,534.98,-195.96
149.96,517.5,-200.56
222.64,481.62,-198.72
222.64,481.62,-198.72
222.64,481.62,-198.72
391,349.14,-212.52
391,349.14,-212.52
391,349.14,-212.52
462.76,241.5,-198.72
476.56,201.02,-184.92
491.28,161.46,-183.08
491.28,142.14,-187.68
496.8,112.7,-186.76
498.64,101.66,-184
503.24,98.9,-176.64
506,94.3,-172.96
506,94.3,-172.96
506,94.3,-172.96
506.92,72.22,-168.36
506,54.74,-166.52
505.08,40.94,-165.6
502.32,40.94,-166.52
499.56,39.1,-164.68
498.64,41.86,-162.84
498.64,36.34,-166.52
500.48,41.86,-165.6
506,21.62,-161
506,21.62,-161
501.4,5.06,-159.16
495.88,-5.98,-164.68
488.52,-28.06,-155.48
488.52,-44.62,-155.48
485.76,-34.5,-156.4
489.44,-44.62,-149.04
486.68,-40.94,-144.44
489.44,-40.02,-142.6
488.52,-25.3,-149.96
488.52,-25.3,-149.96
488.52,-25.3,-149.96
486.68,-8.74,-155.48
490.36,5.06,-156.4
486.68,41.86,-161
484.84,54.74,-164.68
472.88,76.82,-165.6
472.88,63.02,-166.52
463.68,57.5,-155.48
456.32,36.34,-149.04
456.32,36.34,-149.04
456.32,36.34,-149.04
464.6,34.5,-143.52
460,83.26,-142.6
451.72,124.66,-133.4
445.28,127.42,-128.8
441.6,110.86,-123.28
434.24,109.02,-120.52
435.16,109.02,-116.84
438.84,102.58,-111.32
438.84,102.58,-111.32
438.84,102.58,-111.32
441.6,95.22,-115
435.16,107.18,-113.16
437,98.9,-115
439.76,97.98,-113.16
437,104.42,-114.08
433.32,109.94,-117.76
437.92,102.58,-112.24
430.56,111.78,-116.84
430.56,111.78,-116.84
430.56,111.78,-116.84
443.44,84.18,-123.28
445.28,66.7,-132.48
446.2,47.38,-138
441.6,45.54,-144.44
446.2,9.66,-150.88
449.88,-26.22,-146.28
444.36,-46.46,-142.6
444.36,-76.82,-129.72
444.36,-112.7,-105.8
444.36,-112.7,-105.8
444.36,-138.46,-85.56
446.2,-178.94,-52.44
439.76,-181.7,-19.32
438.84,-197.34,21.16
428.72,-199.18,55.2
427.8,-194.58,92
423.2,-188.14,127.88
417.68,-165.14,162.84
412.16,-142.14,194.12
412.16,-142.14,194.12
409.4,-110.86,222.64
411.24,-94.3,247.48
407.56,-52.9,258.52
407.56,-15.18,266.8
399.28,35.42,261.28
398.36,77.74,250.24
402.96,104.42,225.4
399.28,144.9,195.96
396.52,178.02,159.16
396.52,178.02,159.16
396.52,178.02,159.16
409.4,198.26,76.36
415.84,182.62,35.88
417.68,192.74,-10.12
424.12,169.74,-54.28
428.72,150.42,-83.72
437.92,99.82,-115
440.68,63.94,-130.64
439.76,30.82,-143.52
439.76,30.82,-143.52
439.76,30.82,-143.52
448.96,-48.3,-142.6
441.6,-69.46,-134.32
448.96,-112.7,-116.84
444.36,-131.1,-92.92
448.96,-163.3,-66.24
439.76,-181.7,-33.12
437,-193.66,2.76
431.48,-200.1,39.56
431.48,-200.1,39.56
431.48,-200.1,39.56
426.88,-200.1,116.84
421.36,-190.9,147.2
418.6,-160.54,174.8
415.84,-156.86,203.32
410.32,-112.7,221.72
413.08,-97.06,238.28
410.32,-79.58,253
403.88,-38.18,258.52
403.88,-38.18,258.52
403.88,-38.18,258.52
397.44,25.3,264.96
401.12,41.86,261.28
397.44,77.74,247.48
394.68,120.06,229.08
398.36,141.22,205.16
402.04,156.86,172.96
402.04,186.3,141.68
404.8,196.42,102.12
413.08,194.58,67.16
413.08,194.58,67.16
415.84,182.62,25.76
415.84,189.98,-6.44
418.6,178.94,-38.64
428.72,146.74,-59.8
426.88,143.98,-80.04
429.64,129.26,-98.44
431.48,113.62,-114.08
437,91.54,-121.44
439.76,76.82,-130.64
439.76,76.82,-130.64
439.76,76.82,-130.64
434.24,69.46,-140.76
437,60.26,-143.52
439.76,51.98,-144.44
437.92,51.06,-138.92
435.16,56.58,-139.84
437.92,51.98,-138.92
443.44,41.86,-143.52
444.36,47.38,-139.84
444.36,47.38,-139.84
444.36,47.38,-139.84
441.6,42.78,-139.84
436.08,58.42,-141.68
437,56.58,-139.84
435.16,51.98,-137.08
436.08,62.1,-141.68
447.12,64.86,-145.36
448.04,90.62,-150.88
452.64,117.3,-157.32
452.64,117.3,-157.32
452.64,117.3,-157.32
448.04,203.78,-164.68
423.2,271.86,-164.68
401.12,311.42,-165.6
371.68,357.42,-167.44
342.24,395.14,-168.36
323.84,419.06,-168.36
301.76,420.9,-166.52
275.08,445.74,-165.6
275.08,445.74,-165.6
275.08,445.74,-165.6
222.64,492.66,-164.68
202.4,489.9,-164.68
182.16,498.18,-162.84
152.72,519.34,-172.04
130.64,529.46,-171.12
121.44,524.86,-170.2
101.2,539.58,-167.44
87.4,543.26,-170.2
82.8,549.7,-172.96
82.8,549.7,-172.96
73.6,545.1,-171.12
71.76,543.26,-175.72
70.84,538.66,-180.32
69,532.22,-193.2
64.4,529.46,-200.56
66.24,530.38,-207.92
62.56,523.94,-210.68
53.36,520.26,-219.88
46.92,503.7,-245.64
46.92,503.7,-245.64
38.64,490.82,-277.84
24.84,486.22,-318.32
37.72,444.82,-347.76
41.4,426.42,-378.12
43.24,400.66,-412.16
39.56,356.5,-450.8
21.16,300.38,-490.36
-4.6,259.9,-524.4
-7.36,235.98,-533.6
-7.36,235.98,-533.6
-7.36,235.98,-533.6
8.28,190.9,-542.8
24.84,150.42,-565.8
51.52,86.02,-572.24
85.56,19.78,-569.48
92.92,-35.42,-563.96
65.32,-51.06,-563.96
23.92,-51.06,-567.64
2.76,-75.9,-559.36
2.76,-75.9,-559.36
2.76,-75.9,-559.36
-24.84,-63.94,-558.44
-26.68,-78.66,-554.76
-23,-86.94,-552.92
-22.08,-95.22,-551.08
-13.8,-113.62,-545.56
-10.12,-135.7,-537.28
-13.8,-169.74,-527.16
-26.68,-187.22,-515.2
-26.68,-187.22,-515.2
-28.52,-213.9,-504.16
-22.08,-225.86,-495.88
-11.04,-219.42,-504.16
-13.8,-205.62,-506
-11.04,-208.38,-507.84
-13.8,-195.5,-515.2
-7.36,-183.54,-517.04
5.52,-173.42,-511.52
21.16,-185.38,-516.12
21.16,-185.38,-516.12
21.16,-185.38,-516.12
-10.12,-185.38,-517.04
-21.16,-191.82,-514.28
-19.32,-212.06,-505.08
-23,-218.5,-500.48
-27.6,-234.14,-494.04
-32.2,-225.86,-497.72
-30.36,-242.42,-491.28
-34.04,-230.46,-492.2
-35.88,-224.94,-491.28
-35.88,-224.94,-491.28
-31.28,-244.26,-482.08
-36.8,-237.82,-485.76
-34.04,-235.06,-484.84
-35.88,-236.9,-487.6
-34.04,-244.26,-480.24
-33.12,-249.78,-483.92
-32.2,-250.7,-484.84
-37.72,-245.18,-483
-28.52,-255.3,-478.4
-28.52,-255.3,-478.4
-21.16,-258.98,-475.64
-12.88,-234.14,-475.64
8.28,-249.78,-481.16
24.84,-241.5,-480.24
53.36,-241.5,-474.72
82.8,-237.82,-475.64
112.24,-216.66,-481.16
143.52,-206.54,-481.16
167.44,-177.1,-483.92
167.44,-177.1,-483.92
167.44,-177.1,-483.92
198.72,-118.22,-501.4
207,-88.78,-506.92
201.48,-53.82,-527.16
194.12,-18.86,-525.32
193.2,-1.38,-536.36
175.72,21.62,-545.56
155.48,44.62,-553.84
134.32,75.9,-564.88
134.32,75.9,-564.88
134.32,75.9,-564.88
68.08,109.94,-580.52
24.84,116.38,-578.68
-14.72,123.74,-586.04
-53.36,109.02,-583.28
-94.76,77.74,-580.52
-134.32,66.7,-578.68
-157.32,21.62,-572.24
-185.84,-0.46,-563.04
-185.84,-0.46,-563.04
-185.84,-0.46,-563.04
-200.56,-83.26,-533.6
-195.96,-119.14,-521.64
-180.32,-173.42,-511.52
-158.24,-204.7,-497.72
-131.56,-220.34,-489.44
-100.28,-242.42,-483
-62.56,-251.62,-479.32
-23,-258.06,-471.04
-23,-258.06,-471.04
-23,-258.06,-471.04
62.56,-265.42,-465.52
98.44,-247.02,-468.28
123.28,-212.06,-471.04
155.48,-195.5,-478.4
176.64,-161.46,-482.08
198.72,-136.62,-499.56
199.64,-86.02,-506.92
204.24,-57.5,-518.88
199.64,-31.74,-529.92
199.64,-31.74,-529.92
184.92,6.9,-540.96
171.12,19.78,-544.64
149.04,61.18,-558.44
129.72,62.1,-566.72
105.8,76.82,-565.8
76.36,95.22,-576.84
59.8,89.7,-576.84
43.24,102.58,-576.84
27.6,102.58,-585.12
27.6,102.58,-585.12
15.64,113.62,-583.28
7.36,112.7,-588.8
9.2,100.74,-586.04
5.52,101.66,-585.12
0.92,104.42,-589.72
-3.68,108.1,-586.96
-4.6,108.1,-584.2
-10.12,108.1,-582.36
-6.44,103.5,-588.8
-6.44,103.5,-588.8
-6.44,103.5,-588.8
-12.88,102.58,-586.04
-15.64,118.22,-587.88
-11.04,98.9,-589.72
-8.28,101.66,-586.04
-11.04,109.02,-586.96
-8.28,101.66,-580.52
-14.72,123.74,-582.36
-8.28,120.06,-581.44
-8.28,120.06,-581.44
-8.28,120.06,-581.44
-7.36,149.5,-575
-9.2,170.66,-571.32
-2.76,183.54,-566.72
7.36,202.86,-558.44
11.04,227.7,-542.8
23,248.86,-522.56
28.52,284.74,-502.32
38.64,331.66,-472.88
38.64,331.66,-472.88
38.64,331.66,-472.88
39.56,370.3,-450.8
39.56,368.46,-454.48
34.96,364.78,-457.24
32.2,359.26,-465.52
26.68,354.66,-471.04
21.16,322.46,-473.8
15.64,326.14,-483
7.36,335.34,-477.48
7.36,335.34,-477.48
7.36,335.34,-477.48
-3.55271e-15,340.86,-468.28
-5.52,338.1,-461.84
-19.32,362.02,-449.88
-20.24,405.26,-417.68
-23.92,470.58,-330.28
-25.76,542.34,-205.16
-14.72,566.26,-65.32
3.68,571.78,29.44
-212.52,553.38,89.24
23,553.38,89.24
26.68,557.06,125.12
15.64,545.1,174.8
8.28,519.34,225.4
-4.6,511.06,277.84
11.04,461.38,336.72
16.56,431.02,393.76
23,359.26,451.72
25.76,281.98,498.64
15.64,212.06,532.68
15.64,212.06,532.68
2.76,153.18,553.84
-13.8,106.26,562.12
-17.48,51.98,562.12
-25.76,25.3,564.88
-42.32,12.42,560.28
-65.32,16.1,560.28
-59.8,-17.94,559.36
-65.32,-30.82,553.84
-63.48,-39.1,544.64
-63.48,-39.1,544.64
-63.48,-39.1,544.64
-45.08,-76.82,543.72
-38.64,-105.34,537.28
-34.96,-120.06,527.16
-38.64,-126.5,525.32
-23,-138.46,516.12
-7.36,-136.62,511.52
4.6,-159.62,512.44
11.04,-156.86,506.92
11.04,-156.86,506.92
11.04,-156.86,506.92
14.72,-154.1,505.08
11.04,-158.7,498.64
-10.12,-177.1,497.72
-30.36,-218.5,491.28
-30.36,-238.74,472.88
-34.04,-240.58,472.88
-29.44,-234.14,461.84
-29.44,-238.74,468.28
-29.44,-238.74,468.28
-34.04,-240.58,468.28
-38.64,-239.66,467.36
-30.36,-256.22,468.28
-31.28,-252.54,455.4
-35.88,-250.7,456.32
-35.88,-262.66,459.08
-39.56,-249.78,458.16
-40.48,-255.3,458.16
-34.96,-258.06,454.48
-34.96,-258.06,454.48
-34.96,-258.06,454.48
-28.52,-266.34,459.08
-17.48,-270.94,449.88
-0.92,-263.58,447.12
11.04,-256.22,443.44
31.28,-259.9,446.2
60.72,-270.02,443.44
80.96,-248.86,437.92
113.16,-248.86,444.36
113.16,-248.86,444.36
113.16,-248.86,444.36
179.4,-187.22,455.4
192.28,-157.78,460
192.28,-157.78,460
192.28,-157.78,460
207.92,-112.7,474.72
212.52,-86.94,481.16
217.12,-66.7,494.04
216.2,-45.54,508.76
207.92,-6.9,512.44
191.36,19.78,534.52
168.36,43.7,542.8
130.64,85.1,550.16
130.64,85.1,550.16
130.64,85.1,550.16
51.52,108.1,573.16
3.68,93.38,577.76
-39.56,84.18,577.76
-91.08,77.74,575
-124.2,34.5,568.56
-157.32,8.74,552.92
-179.4,-40.94,536.36
-184.92,-84.18,521.64
-184.92,-84.18,521.64
-172.04,-151.34,505.08
-156.4,-189.06,486.68
-124.2,-237.82,469.2
-84.64,-252.54,444.36
-43.24,-283.82,437
2.76,-293.94,432.4
53.36,-285.66,430.56
96.6,-270.94,430.56
136.16,-256.22,438.84
136.16,-256.22,438.84
136.16,-256.22,438.84
191.36,-180.78,448.96
209.76,-155.02,467.36
215.28,-112.7,476.56
219.88,-67.62,487.6
213.44,-47.38,506
194.12,1.38,523.48
174.8,33.58,534.52
145.36,53.82,552
112.24,87.86,557.52
112.24,87.86,557.52
77.28,87.86,567.64
32.2,97.06,575.92
-10.12,90.62,572.24
-52.44,71.3,576.84
-92.92,48.3,573.16
-131.56,37.26,563.96
-152.72,-12.42,553.84
-176.64,-40.94,540.04
-187.68,-74.98,528.08
-187.68,-74.98,528.08
-187.68,-120.98,515.2
-182.16,-143.06,492.2
-174.8,-174.34,486.68
-161.92,-205.62,482.08
-152.72,-210.22,465.52
-142.6,-228.62,469.2
-138,-235.06,467.36
-133.4,-235.06,463.68
-129.72,-239.66,466.44
-129.72,-239.66,466.44
-129.72,-239.66,466.44
-132.48,-228.62,462.76
-129.72,-241.5,465.52
-126.04,-241.5,460
-126.04,-247.02,464.6
-128.8,-235.06,463.68
-128.8,-233.22,460
-132.48,-224.94,460.92
-129.72,-234.14,463.68
-129.72,-234.14,463.68
-129.72,-234.14,463.68
-130.64,-232.3,461.84
-132.48,-227.7,460.92
-133.4,-234.14,459.08
-131.56,-238.74,460.92
-134.32,-236.9,452.64
-135.24,-249.78,455.4
-143.52,-235.98,448.04
-146.28,-238.74,449.88
-146.28,-238.74,449.88
-146.28,-247.02,441.6
-150.88,-249.78,442.52
-158.24,-252.54,433.32
-153.64,-282.9,435.16
-159.16,-290.26,405.72
-159.16,-329.82,383.64
-161,-350.98,359.72
-156.4,-390.54,335.8
-161,-420.9,295.32
-161,-420.9,295.32
-161,-420.9,295.32
-176.64,-500.02,138.92
-196.88,-500.94,37.72
-207.92,-513.82,-56.12
-215.28,-517.5,-114.08
-219.88,-503.7,-130.64
-213.44,-519.34,-115
-198.72,-546.94,-95.68
-195.04,-544.18,-82.8
-190.44,-566.26,-86.48
-190.44,-566.26,-86.48
-190.44,-566.26,-86.48
-192.28,-603.06,-111.32
-193.2,-602.14,-124.2
-191.36,-595.7,-137.08
-177.56,-603.06,-140.76
-166.52,-616.86,-136.16
-158.24,-614.1,-140.76
-144.44,-613.18,-145.36
-138.92,-619.62,-152.72
-138.92,-619.62,-152.72
-138.92,-619.62,-152.72
-130.64,-611.34,-162.84
-128.8,-613.18,-164.68
-122.36,-609.5,-168.36
-115,-626.06,-167.44
-119.6,-611.34,-168.36
-113.16,-630.66,-169.28
-115,-607.66,-174.8
-108.56,-618.7,-169.28
-108.56,-618.7,-169.28
-108.56,-618.7,-169.28
-107.64,-608.58,-174.8
-105.8,-612.26,-180.32
-98.44,-630.66,-179.4
-106.72,-617.78,-176.64
-102.12,-619.62,-179.4
-103.96,-615.02,-179.4
-102.12,-630.66,-177.56
-107.64,-609.5,-182.16
-107.64,-609.5,-182.16
-107.64,-609.5,-182.16
-94.76,-616.86,-186.76
-82.8,-624.22,-189.52
-68.08,-627.9,-195.04
-54.28,-623.3,-202.4
-42.32,-609.5,-212.52
-14.72,-606.74,-214.36
10.12,-601.22,-218.96
39.56,-607.66,-213.44
39.56,-607.66,-213.44
39.56,-607.66,-213.44
94.76,-609.5,-195.96
116.84,-606.74,-184.92
136.16,-610.42,-167.44
148.12,-596.62,-159.16
154.56,-594.78,-140.76
169.28,-609.5,-115
174.8,-598.46,-96.6
189.52,-602.14,-74.52
195.96,-611.34,-38.64
195.96,-611.34,-38.64
190.44,-610.42,-3.68
172.04,-595.7,24.84
154.56,-601.22,65.32
133.4,-610.42,93.84
94.76,-608.58,121.44
61.64,-626.06,138
22.08,-632.5,144.44
-30.36,-624.22,143.52
-68.08,-638.94,129.72
-68.08,-638.94,129.72
-68.08,-638.94,129.72
-141.68,-629.74,67.16
-159.16,-639.86,23.92
-169.28,-638.02,-26.68
-160.08,-639.86,-69
-143.52,-617.78,-124.2
-115,-618.7,-161
-69,-630.66,-192.28
-23.92,-621.46,-208.84
23.92,-620.54,-215.28
23.92,-620.54,-215.28
23.92,-620.54,-215.28
109.48,-599.38,-196.88
146.28,-597.54,-168.36
179.4,-602.14,-134.32
190.44,-585.58,-96.6
195.04,-589.26,-62.56
191.36,-592.94,-18.4
189.52,-609.5,21.16
172.04,-611.34,56.12
145.36,-616.86,83.72
145.36,-616.86,83.72
115.92,-608.58,107.64
89.24,-614.1,126.96
57.96,-613.18,135.24
23.92,-619.62,143.52
-0.92,-635.26,143.52
-31.28,-626.98,139.84
-46.92,-633.42,136.16
-64.4,-639.86,130.64
-80.04,-634.34,115.92
-80.04,-634.34,115.92
-80.04,-634.34,115.92
-113.16,-631.58,99.36
-125.12,-633.42,85.56
-137.08,-634.34,70.84
-152.72,-634.34,43.24
-162.84,-626.98,7.36
-171.12,-631.58,-19.32
-170.2,-629.74,-57.96
-155.48,-637.1,-88.32
-155.48,-637.1,-88.32
-155.48,-637.1,-88.32
-115,-632.5,-153.64
-100.28,-619.62,-178.48
-76.36,-624.22,-189.52
-52.44,-609.5,-205.16
-28.52,-605.82,-213.44
-2.76,-608.58,-216.2
22.08,-618.7,-218.96
35.88,-603.98,-217.12
35.88,-603.98,-217.12
35.88,-603.98,-217.12
67.16,-598.46,-214.36
76.36,-592.94,-213.44
76.36,-593.86,-207.92
69.92,-593.86,-210.68
73.6,-603.06,-208.84
78.2,-606.74,-205.16
76.36,-607.66,-204.24
73.6,-599.38,-205.16
73.6,-599.38,-205.16
73.6,-599.38,-205.16
76.36,-617.78,-206.08
72.68,-602.14,-206.08
59.8,-596.62,-210.68
48.76,-615.94,-197.8
27.6,-601.22,-195.96
19.32,-604.9,-188.6
16.56,-612.26,-187.68
-3.55271e-15,-594.78,-188.6
-11.96,-592.02,-183.08
-11.96,-592.02,-183.08
-39.56,-572.7,-175.72
-68.08,-570.86,-175.72
-103.04,-535.9,-184.92
-126.96,-520.26,-194.12
-157.32,-501.86,-192.28
-181.24,-477.02,-190.44
-204.24,-452.18,-191.36
-223.56,-442.98,-182.16
-243.8,-404.34,-190.44
-243.8,-404.34,-190.44
-250.24,-405.26,-188.6
-257.6,-384.1,-204.24
-254.84,-386.86,-203.32
-259.44,-376.74,-209.76
-268.64,-353.74,-210.68
-270.48,-352.82,-218.04
-276.92,-336.26,-229.08
-275.08,-342.7,-232.76
-280.6,-316.02,-242.88
-280.6,-316.02,-242.88
-280.6,-316.02,-242.88
-277.84,-318.78,-242.88
-287.04,-310.5,-243.8
-287.04,-311.42,-244.72
-287.96,-313.26,-242.88
-284.28,-314.18,-243.8
-281.52,-322.46,-249.32
-280.6,-321.54,-250.24
-287.96,-304.06,-251.16
-287.96,-304.06,-251.16
-287.96,-304.06,-251.16
-287.04,-304.06,-252.08
-287.96,-302.22,-252.08
-283.36,-320.62,-247.48
-287.96,-309.58,-253
-291.64,-303.14,-251.16
-289.8,-304.06,-252.08
-287.04,-302.22,-249.32
-286.12,-315.1,-249.32
-286.12,-315.1,-249.32
-286.12,-315.1,-249.32
-269.56,-328.9,-245.64
-267.72,-314.18,-241.96
-253.92,-329.82,-233.68
-237.36,-337.18,-218.04
-215.28,-360.18,-197.8
-202.4,-382.26,-179.4
-194.12,-377.66,-153.64
-181.24,-387.78,-125.12
-181.24,-387.78,-125.12
-181.24,-387.78,-125.12
-180.32,-397.9,-53.36
-181.24,-403.42,-8.28
-198.72,-383.18,25.76
-215.28,-385.02,66.24
-245.64,-362.02,103.96
-280.6,-351.9,127.88
-322,-322.46,147.2
-368.92,-281.98,143.52
-368.92,-281.98,143.52
-368.92,-281.98,143.52
-454.48,-218.5,103.04
-474.72,-211.14,63.48
-494.96,-186.3,9.2
-497.72,-188.14,-50.6
-491.28,-177.1,-113.16
-464.6,-199.18,-160.08
-427.8,-223.1,-207.92
-392.84,-234.14,-242.88
-345,-262.66,-256.68
-345,-262.66,-256.68
-300.84,-291.18,-256.68
-260.36,-332.58,-240.12
-220.8,-354.66,-214.36
-196.88,-374.9,-181.24
-184.92,-375.82,-141.68
-174.8,-389.62,-101.2
-169.28,-405.26,-56.12
-181.24,-394.22,-16.56
